rxn_smiles,ea
[C:1]([O:2][c:3]1[n:4][c:5]([H:10])[c:16]([H:17])[n:6]1[H:11])([H:7])([H:8])[H:9].[F:12][C:15]([H:13])[H:14]>>[C:1]([O:2][c:3]1[n:4][c:5]([H:10])[c:16]([C:15]([F:12])([H:13])[H:14])[n:6]1[H:11])([H:7])([H:8])[H:9].[H:17],16.3
[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:18]([H:19])[n+:7]1[H:13])([H:8])([H:9])[H:10].[H:14][C:17]([H:15])[H:16]>>[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:18]([C:17]([H:14])([H:15])[H:16])[n+:7]1[H:13])([H:8])([H:9])[H:10].[H:19],13.1
[C:12]([F:13])([F:14])([F:15])[C:18]([H:16])[H:17].[C:1]([O:2][c:3]1[c:4]([H:10])[c:5]([H:11])[c:19]([H:20])[s:6]1)([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:5]([H:11])[c:19]([C:18]([C:12]([F:13])([F:14])[F:15])([H:16])[H:17])[s:6]1)([H:7])([H:8])[H:9].[H:20],14.2
[C:1]([O:2][c:3]1[n+:4]([H:10])[c:16]([H:17])[c:5]([H:11])[s:6]1)([H:7])([H:8])[H:9].[F:12][C:15]([F:13])[H:14]>>[C:1]([O:2][c:3]1[n+:4]([H:10])[c:16]([C:15]([F:12])([F:13])[H:14])[c:5]([H:11])[s:6]1)([H:7])([H:8])[H:9].[H:17],13.6
[C:15]([F:16])([F:17])([F:18])[C:21]([H:19])[H:20].[C:1]([O:2][c:3]1[n+:7]([H:14])[c:6]([H:13])[c:5]([H:12])[c:4]([H:11])[c:22]1[H:23])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[n+:7]([H:14])[c:6]([H:13])[c:5]([H:12])[c:4]([H:11])[c:22]1[C:21]([C:15]([F:16])([F:17])[F:18])([H:19])[H:20])([H:8])([H:9])[H:10].[H:23],17.6
[C:13]([H:16])([H:17])([H:18])[C:19]([H:14])[H:15].[C:1]([O:2][c:3]1[n:7][c:6]([H:12])[c:5]([H:11])[n:4][c:20]1[H:21])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[n:7][c:6]([H:12])[c:5]([H:11])[n:4][c:20]1[C:19]([C:13]([H:16])([H:17])[H:18])([H:14])[H:15])([H:8])([H:9])[H:10].[H:21],14.2
[C:14]([H:18])([H:19])([H:20])[C:24]([C:15]([H:21])([H:22])[H:23])[C:16]#[N:17].[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[c:6]([H:13])[c:25]([H:26])[n:7]1)([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[c:6]([H:13])[c:25]([C:24]([C:14]([H:18])([H:19])[H:20])([C:15]([H:21])([H:22])[H:23])[C:16]#[N:17])[n:7]1)([H:8])([H:9])[H:10].[H:26],22.8
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[o:8][n+:7]([H:19])[c:6]([H:18])[c:24]1[H:25])([H:9])([H:10])[H:11].[F:20][C:23]([F:21])[H:22]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[o:8][n+:7]([H:19])[c:6]([H:18])[c:24]1[C:23]([F:20])([F:21])[H:22])([H:9])([H:10])[H:11].[H:25],19.7
[C:13]([C:14]([F:15])([F:16])[F:17])([H:20])([H:21])[C:22]([H:18])[H:19].[C:1]([O:2][c:3]1[c:4]([H:10])[c:23]([H:24])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:23]([C:22]([C:13]([C:14]([F:15])([F:16])[F:17])([H:20])[H:21])([H:18])[H:19])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9].[H:24],15.5
[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[o:7][c:22]([H:23])[n+:8]1[H:10].[c:11]1([H:16])[c:12]([H:17])[c:13]([H:18])[c:14]([H:19])[c:15]([H:20])[c:21]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[o:7][c:22](-[c:21]2[c:11]([H:16])[c:12]([H:17])[c:13]([H:18])[c:14]([H:19])[c:15]2[H:20])[n+:8]1[H:10].[H:23],5.5
[C:1]([O:2][c:3]1[n:4][c:5]([H:10])[c:15]([H:16])[o:6]1)([H:7])([H:8])[H:9].[H:11][C:14]([H:12])[H:13]>>[C:1]([O:2][c:3]1[n:4][c:5]([H:10])[c:15]([C:14]([H:11])([H:12])[H:13])[o:6]1)([H:7])([H:8])[H:9].[H:16],12.1
[C:11]([F:12])([F:13])([F:14])[C:17]([H:15])[H:16].[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[c:7]([H:10])[c:18]([H:19])[s:8]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[c:7]([H:10])[c:18]([C:17]([C:11]([F:12])([F:13])[F:14])([H:15])[H:16])[s:8]1.[H:19],15.8
[C:1]([O:2][c:3]1[c:4]([H:10])[n+:5]([H:11])[c:16]([H:17])[o:6]1)([H:7])([H:8])[H:9].[F:12][C:15]([F:13])[F:14]>>[C:1]([O:2][c:3]1[c:4]([H:10])[n+:5]([H:11])[c:16]([C:15]([F:12])([F:13])[F:14])[o:6]1)([H:7])([H:8])[H:9].[H:17],9.2
[C:19]([F:20])([F:21])([F:22])[C:25]([H:23])[H:24].[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[s:8][n:7][c:6]([H:18])[c:26]1[H:27])([H:9])([H:10])[H:11]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[s:8][n:7][c:6]([H:18])[c:26]1[C:25]([C:19]([F:20])([F:21])[F:22])([H:23])[H:24])([H:9])([H:10])[H:11].[H:27],18.7
[C:1]([O:2][c:3]1[c:4]([H:10])[n:5]([H:11])[c:17]([H:18])[n+:6]1[H:12])([H:7])([H:8])[H:9].[F:13][C:16]([H:14])[H:15]>>[C:1]([O:2][c:3]1[c:4]([H:10])[n:5]([H:11])[c:17]([C:16]([F:13])([H:14])[H:15])[n+:6]1[H:12])([H:7])([H:8])[H:9].[H:18],12.4
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n+:6]([H:18])[c:7]([H:19])[c:33]([H:34])[o:8]1)([H:9])([H:10])[H:11].[C:20]([H:23])([H:24])([H:25])[C:32]([C:21]([H:26])([H:27])[H:28])[C:22]([H:29])([H:30])[H:31]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n+:6]([H:18])[c:7]([H:19])[c:33]([C:32]([C:20]([H:23])([H:24])[H:25])([C:21]([H:26])([H:27])[H:28])[C:22]([H:29])([H:30])[H:31])[o:8]1)([H:9])([H:10])[H:11].[H:34],13.0
[C:11]([H:14])([H:15])([H:16])[C:17]([F:12])[F:13].[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[n+:7]([H:10])[c:18]([H:19])[o:8]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[n+:7]([H:10])[c:18]([C:17]([C:11]([H:14])([H:15])[H:16])([F:12])[F:13])[o:8]1.[H:19],7.1
[F:10][C:13]([F:11])[F:12].[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[n:7][c:14]([H:15])[o:8]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[n:7][c:14]([C:13]([F:10])([F:11])[F:12])[o:8]1.[H:15],9.5
[C:1]([O:2][c:3]1[n:7][c:6]([H:12])[c:5]([H:11])[n:4][c:23]1[H:24])([H:8])([H:9])[H:10].[c:13]1([H:18])[c:14]([H:19])[n:15][c:16]([H:20])[c:17]([H:21])[c:22]1>>[C:1]([O:2][c:3]1[n:7][c:6]([H:12])[c:5]([H:11])[n:4][c:23]1-[c:22]1[c:13]([H:18])[c:14]([H:19])[n:15][c:16]([H:20])[c:17]1[H:21])([H:8])([H:9])[H:10].[H:24],8.6
[C:13]([H:17])([H:18])([H:19])[C:23]([C:14]([H:20])([H:21])[H:22])[C:15]#[N:16].[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:10])[c:7]([H:11])[n:8][c:9]([H:12])[c:24]1[H:25]>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:10])[c:7]([H:11])[n:8][c:9]([H:12])[c:24]1[C:23]([C:13]([H:17])([H:18])[H:19])([C:14]([H:20])([H:21])[H:22])[C:15]#[N:16].[H:25],25.5
[C:12]([F:13])([F:14])([F:15])[C:18]([H:16])[H:17].[C:1]([O:2][c:3]1[c:6]([H:11])[o:5][n+:4]([H:10])[c:19]1[H:20])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:6]([H:11])[o:5][n+:4]([H:10])[c:19]1[C:18]([C:12]([F:13])([F:14])[F:15])([H:16])[H:17])([H:7])([H:8])[H:9].[H:20],16.8
[C:10]([H:13])([H:14])([H:15])[C:22]([C:11]([H:16])([H:17])[H:18])[C:12]([H:19])([H:20])[H:21].[F:1][C:2]([F:3])([F:4])[c:5]1[n:8][c:7]([H:9])[s:6][c:23]1[H:24]>>[F:1][C:2]([F:3])([F:4])[c:5]1[n:8][c:7]([H:9])[s:6][c:23]1[C:22]([C:10]([H:13])([H:14])[H:15])([C:11]([H:16])([H:17])[H:18])[C:12]([H:19])([H:20])[H:21].[H:24],14.1
[C:12]([C:13]([F:14])([F:15])[F:16])([H:19])([H:20])[C:21]([H:17])[H:18].[C:1]([O:2][c:3]1[c:4]([H:10])[n+:5]([H:11])[c:22]([H:23])[o:6]1)([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[n+:5]([H:11])[c:22]([C:21]([C:12]([C:13]([F:14])([F:15])[F:16])([H:19])[H:20])([H:17])[H:18])[o:6]1)([H:7])([H:8])[H:9].[H:23],12.2
[C:19]([H:22])([H:23])([H:24])[C:25]([H:20])[H:21].[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[c:26]([H:27])[n:7][o:8]1)([H:9])([H:10])[H:11]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[c:26]([C:25]([C:19]([H:22])([H:23])[H:24])([H:20])[H:21])[n:7][o:8]1)([H:9])([H:10])[H:11].[H:27],19.4
[C:13]([H:16])([H:17])([H:18])[C:19]([F:14])[F:15].[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:20]([H:21])[n:7]1)([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:20]([C:19]([C:13]([H:16])([H:17])[H:18])([F:14])[F:15])[n:7]1)([H:8])([H:9])[H:10].[H:21],13.1
[C:1]([O:2][c:3]1[n:6]([H:11])[n:5][c:4]([H:10])[c:16]1[H:17])([H:7])([H:8])[H:9].[F:12][C:15]([F:13])[F:14]>>[C:1]([O:2][c:3]1[n:6]([H:11])[n:5][c:4]([H:10])[c:16]1[C:15]([F:12])([F:13])[F:14])([H:7])([H:8])[H:9].[H:17],16.8
[C:13]([C:14]([F:15])([F:16])[F:17])([H:20])([H:21])[C:22]([H:18])[H:19].[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:10])[c:7]([H:11])[c:23]([H:24])[n:8][c:9]1[H:12]>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:10])[c:7]([H:11])[c:23]([C:22]([C:13]([C:14]([F:15])([F:16])[F:17])([H:20])[H:21])([H:18])[H:19])[n:8][c:9]1[H:12].[H:24],19.2
[C:1]([O:2][c:3]1[c:4]([H:10])[c:5]([H:11])[s:6][c:16]1[H:17])([H:7])([H:8])[H:9].[F:12][C:15]([F:13])[H:14]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:5]([H:11])[s:6][c:16]1[C:15]([F:12])([F:13])[H:14])([H:7])([H:8])[H:9].[H:17],13.0
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[s:8][n:7][c:6]([H:18])[c:23]1[H:24])([H:9])([H:10])[H:11].[F:19][C:22]([H:20])[H:21]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[s:8][n:7][c:6]([H:18])[c:23]1[C:22]([F:19])([H:20])[H:21])([H:9])([H:10])[H:11].[H:24],17.6
[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[c:7]([H:20])[c:33]([H:34])[c:8]([H:21])[n+:9]1[H:22])([H:10])([H:11])[H:12].[C:23]([C:24]([F:25])([F:26])[F:27])([H:30])([H:31])[C:32]([H:28])[H:29]>>[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[c:7]([H:20])[c:33]([C:32]([C:23]([C:24]([F:25])([F:26])[F:27])([H:30])[H:31])([H:28])[H:29])[c:8]([H:21])[n+:9]1[H:22])([H:10])([H:11])[H:12].[H:34],20.7
[C:13]([C:14]([F:15])([F:16])[F:17])([H:20])([H:21])[C:22]([H:18])[H:19].[C:1]([O:2][c:3]1[c:4]([H:10])[c:23]([H:24])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:23]([C:22]([C:13]([C:14]([F:15])([F:16])[F:17])([H:20])[H:21])([H:18])[H:19])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9].[H:24],27.2
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[o:7][c:30]([H:31])[n:8]1)([H:9])([H:10])[H:11].[c:19]1([H:24])[c:20]([H:25])[c:21]([H:26])[c:22]([H:27])[c:23]([H:28])[c:29]1>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[o:7][c:30](-[c:29]2[c:19]([H:24])[c:20]([H:25])[c:21]([H:26])[c:22]([H:27])[c:23]2[H:28])[n:8]1)([H:9])([H:10])[H:11].[H:31],10.6
[C:12]([C:13]([F:14])([F:15])[F:16])([H:19])([H:20])[C:21]([H:17])[H:18].[C:1]([O:2][c:3]1[c:4]([H:10])[c:22]([H:23])[o:5][c:6]1[H:11])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:22]([C:21]([C:12]([C:13]([F:14])([F:15])[F:16])([H:19])[H:20])([H:17])[H:18])[o:5][c:6]1[H:11])([H:7])([H:8])[H:9].[H:23],15.6
[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[c:7]([H:20])[c:27]([H:28])[c:8]([H:21])[n+:9]1[H:22])([H:10])([H:11])[H:12].[F:23][C:26]([F:24])[F:25]>>[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[c:7]([H:20])[c:27]([C:26]([F:23])([F:24])[F:25])[c:8]([H:21])[n+:9]1[H:22])([H:10])([H:11])[H:12].[H:28],13.9
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[c:7]([H:19])[c:24]([H:25])[s:8]1)([H:9])([H:10])[H:11].[F:20][C:23]([F:21])[F:22]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[c:7]([H:19])[c:24]([C:23]([F:20])([F:21])[F:22])[s:8]1)([H:9])([H:10])[H:11].[H:25],7.9
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n:8][c:7]([H:19])[n:6]([H:18])[c:30]1[H:31])([H:9])([H:10])[H:11].[c:20]1([H:25])[c:21]([H:26])[n:22][c:23]([H:27])[c:24]([H:28])[c:29]1>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n:8][c:7]([H:19])[n:6]([H:18])[c:30]1-[c:29]1[c:20]([H:25])[c:21]([H:26])[n:22][c:23]([H:27])[c:24]1[H:28])([H:9])([H:10])[H:11].[H:31],11.4
[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][c:7]([H:9])[c:15]([H:16])[n:8]1[H:10].[H:11][C:14]([H:12])[H:13]>>[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][c:7]([H:9])[c:15]([C:14]([H:11])([H:12])[H:13])[n:8]1[H:10].[H:16],16.9
[C:1]([O:2][c:3]1[n+:6]([H:12])[c:5]([H:11])[n:4]([H:10])[c:23]1[H:24])([H:7])([H:8])[H:9].[c:13]1([H:18])[c:14]([H:19])[n:15][c:16]([H:20])[c:17]([H:21])[c:22]1>>[C:1]([O:2][c:3]1[n+:6]([H:12])[c:5]([H:11])[n:4]([H:10])[c:23]1-[c:22]1[c:13]([H:18])[c:14]([H:19])[n:15][c:16]([H:20])[c:17]1[H:21])([H:7])([H:8])[H:9].[H:24],8.9
[C:12]([H:16])([H:17])([H:18])[C:22]([C:13]([H:19])([H:20])[H:21])[C:14]#[N:15].[C:1]([O:2][c:3]1[c:4]([H:10])[c:23]([H:24])[n:5][n:6]1[H:11])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:23]([C:22]([C:12]([H:16])([H:17])[H:18])([C:13]([H:19])([H:20])[H:21])[C:14]#[N:15])[n:5][n:6]1[H:11])([H:7])([H:8])[H:9].[H:24],24.4
[F:11][C:14]([F:12])[F:13].[F:1][C:2]([F:3])([F:4])[c:5]1[c:8]([H:10])[n:7]([H:9])[n:6][c:15]1[H:16]>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:8]([H:10])[n:7]([H:9])[n:6][c:15]1[C:14]([F:11])([F:12])[F:13].[H:16],12.5
[C:13]([F:14])([F:15])([F:16])[C:19]([H:17])[H:18].[C:1]([O:2][c:3]1[c:6]([H:12])[n:5]([H:11])[c:4]([H:10])[c:20]1[H:21])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:6]([H:12])[n:5]([H:11])[c:4]([H:10])[c:20]1[C:19]([C:13]([F:14])([F:15])[F:16])([H:17])[H:18])([H:7])([H:8])[H:9].[H:21],17.2
[F:1][C:2]([F:3])([F:4])[c:5]1[n:9][c:8]([H:12])[c:7]([H:11])[c:6]([H:10])[c:24]1[H:25].[c:13]1([H:18])[c:14]([H:19])[c:15]([H:20])[c:16]([H:21])[c:17]([H:22])[c:23]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[n:9][c:8]([H:12])[c:7]([H:11])[c:6]([H:10])[c:24]1-[c:23]1[c:13]([H:18])[c:14]([H:19])[c:15]([H:20])[c:16]([H:21])[c:17]1[H:22].[H:25],13.0
[C:11]([H:14])([H:15])([H:16])[C:23]([C:12]([H:17])([H:18])[H:19])[C:13]([H:20])([H:21])[H:22].[C:1]([O:2][c:3]1[c:4]([H:10])[c:24]([H:25])[n:5][s:6]1)([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:24]([C:23]([C:11]([H:14])([H:15])[H:16])([C:12]([H:17])([H:18])[H:19])[C:13]([H:20])([H:21])[H:22])[n:5][s:6]1)([H:7])([H:8])[H:9].[H:25],16.9
[C:1]([O:2][c:3]1[c:4]([H:10])[o:5][c:15]([H:16])[n:6]1)([H:7])([H:8])[H:9].[H:11][C:14]([H:12])[H:13]>>[C:1]([O:2][c:3]1[c:4]([H:10])[o:5][c:15]([C:14]([H:11])([H:12])[H:13])[n:6]1)([H:7])([H:8])[H:9].[H:16],11.4
[C:11]([C:12]([F:13])([F:14])[F:15])([H:18])([H:19])[C:20]([H:16])[H:17].[C:1]([O:2][c:3]1[c:4]([H:10])[s:5][c:21]([H:22])[n:6]1)([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[s:5][c:21]([C:20]([C:11]([C:12]([F:13])([F:14])[F:15])([H:18])[H:19])([H:16])[H:17])[n:6]1)([H:7])([H:8])[H:9].[H:22],15.4
[C:15]([H:18])([H:19])([H:20])[C:21]([H:16])[H:17].[C:1]([O:2][c:3]1[n+:7]([H:14])[c:6]([H:13])[c:5]([H:12])[c:4]([H:11])[c:22]1[H:23])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[n+:7]([H:14])[c:6]([H:13])[c:5]([H:12])[c:4]([H:11])[c:22]1[C:21]([C:15]([H:18])([H:19])[H:20])([H:16])[H:17])([H:8])([H:9])[H:10].[H:23],15.6
[C:11]([F:12])([F:13])([F:14])[C:17]([H:15])[H:16].[F:1][C:2]([F:3])([F:4])[c:5]1[n:8][n:7]([H:10])[c:6]([H:9])[c:18]1[H:19]>>[F:1][C:2]([F:3])([F:4])[c:5]1[n:8][n:7]([H:10])[c:6]([H:9])[c:18]1[C:17]([C:11]([F:12])([F:13])[F:14])([H:15])[H:16].[H:19],21.1
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[c:30]([H:31])[n:7]([H:19])[n:8]1)([H:9])([H:10])[H:11].[C:20]([C:21]([F:22])([F:23])[F:24])([H:27])([H:28])[C:29]([H:25])[H:26]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[c:30]([C:29]([C:20]([C:21]([F:22])([F:23])[F:24])([H:27])[H:28])([H:25])[H:26])[n:7]([H:19])[n:8]1)([H:9])([H:10])[H:11].[H:31],20.2
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[o:8][n+:7]([H:19])[c:6]([H:18])[c:24]1[H:25])([H:9])([H:10])[H:11].[F:20][C:23]([F:21])[F:22]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[o:8][n+:7]([H:19])[c:6]([H:18])[c:24]1[C:23]([F:20])([F:21])[F:22])([H:9])([H:10])[H:11].[H:25],17.4
[C:12]([F:13])([F:14])([F:15])[C:18]([H:16])[H:17].[C:1]([O:2][c:3]1[n:4][c:5]([H:10])[c:19]([H:20])[n:6]1[H:11])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[n:4][c:5]([H:10])[c:19]([C:18]([C:12]([F:13])([F:14])[F:15])([H:16])[H:17])[n:6]1[H:11])([H:7])([H:8])[H:9].[H:20],17.4
[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[c:15]([H:16])[n:7][n:8]1[H:10].[H:11][C:14]([H:12])[H:13]>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[c:15]([C:14]([H:11])([H:12])[H:13])[n:7][n:8]1[H:10].[H:16],19.1
[C:13]([C:14]([F:15])([F:16])[F:17])([H:20])([H:21])[C:22]([H:18])[H:19].[C:1]([O:2][c:3]1[c:4]([H:10])[c:23]([H:24])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:23]([C:22]([C:13]([C:14]([F:15])([F:16])[F:17])([H:20])[H:21])([H:18])[H:19])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9].[H:24],15.4
[C:14]([H:17])([H:18])([H:19])[C:26]([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25].[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:27]([H:28])[n+:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:27]([C:26]([C:14]([H:17])([H:18])[H:19])([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25])[n+:7]1[H:13])([H:8])([H:9])[H:10].[H:28],14.3
[C:11]([F:12])([F:13])([F:14])[C:17]([H:15])[H:16].[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[n+:7]([H:10])[s:8][c:18]1[H:19]>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[n+:7]([H:10])[s:8][c:18]1[C:17]([C:11]([F:12])([F:13])[F:14])([H:15])[H:16].[H:19],16.7
[C:13]([C:14]([F:15])([F:16])[F:17])([H:20])([H:21])[C:22]([H:18])[H:19].[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:10])[c:23]([H:24])[c:7]([H:11])[c:8]([H:12])[n:9]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:10])[c:23]([C:22]([C:13]([C:14]([F:15])([F:16])[F:17])([H:20])[H:21])([H:18])[H:19])[c:7]([H:11])[c:8]([H:12])[n:9]1.[H:24],19.4
[C:11]([F:12])([F:13])([F:14])[C:17]([H:15])[H:16].[C:1]([O:2][c:3]1[s:6][c:5]([H:10])[n:4][c:18]1[H:19])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[s:6][c:5]([H:10])[n:4][c:18]1[C:17]([C:11]([F:12])([F:13])[F:14])([H:15])[H:16])([H:7])([H:8])[H:9].[H:19],17.3
[C:1]([O:2][c:3]1[c:4]([H:10])[n:5][s:6][c:21]1[H:22])([H:7])([H:8])[H:9].[c:11]1([H:16])[c:12]([H:17])[n:13][c:14]([H:18])[c:15]([H:19])[c:20]1>>[C:1]([O:2][c:3]1[c:4]([H:10])[n:5][s:6][c:21]1-[c:20]1[c:11]([H:16])[c:12]([H:17])[n:13][c:14]([H:18])[c:15]1[H:19])([H:7])([H:8])[H:9].[H:22],10.5
[C:1]([O:2][c:3]1[n:7][c:6]([H:12])[c:5]([H:11])[n:4][c:23]1[H:24])([H:8])([H:9])[H:10].[c:13]1([H:18])[c:14]([H:19])[n:15][c:16]([H:20])[c:17]([H:21])[c:22]1>>[C:1]([O:2][c:3]1[n:7][c:6]([H:12])[c:5]([H:11])[n:4][c:23]1-[c:22]1[c:13]([H:18])[c:14]([H:19])[n:15][c:16]([H:20])[c:17]1[H:21])([H:8])([H:9])[H:10].[H:24],15.0
[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[n:7][c:33]([H:34])[c:8]([H:20])[n+:9]1[H:21])([H:10])([H:11])[H:12].[C:22]([H:26])([H:27])([H:28])[C:32]([C:23]([H:29])([H:30])[H:31])[C:24]#[N:25]>>[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[n:7][c:33]([C:32]([C:22]([H:26])([H:27])[H:28])([C:23]([H:29])([H:30])[H:31])[C:24]#[N:25])[c:8]([H:20])[n+:9]1[H:21])([H:10])([H:11])[H:12].[H:34],20.2
